date,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
8/6/2011,0,0,0,0,2,2,0,6,4,24,21,12,30,28,18,8,13,8,7,8,3,7,4,16,3,3,9,0,1,0,2,0,4,6,1,1,4,2,7,0,2,0,2,3,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/2011,0,0,0,0,3,3,5,2,3,7,20,7,13,8,5,7,5,4,4,5,1,0,0,5,0,0,1,0,0,3,0,2,0,0,0,0,0,0,4,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2011,0,0,0,0,4,13,4,9,11,16,31,10,23,15,19,18,18,13,13,8,9,8,8,15,6,11,12,16,2,12,8,5,9,7,1,4,3,3,4,18,6,2,6,4,1,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/2011,0,0,0,1,6,10,4,9,15,20,15,15,33,15,29,25,22,21,15,11,14,12,13,8,13,14,11,13,7,12,14,9,22,13,7,7,3,10,20,6,6,4,4,2,2,3,4,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
8/10/2011,0,0,0,1,6,14,8,12,16,36,25,22,34,17,33,27,24,16,21,5,16,11,10,15,9,12,8,12,13,13,11,10,8,8,6,10,3,5,8,7,6,7,7,3,1,2,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8/11/2011,0,12,0,0,3,7,6,15,27,30,27,24,35,27,34,38,21,28,28,9,20,19,20,15,5,21,16,14,15,15,4,12,13,12,14,11,13,9,12,11,8,3,5,1,1,6,4,0,0,2,1,4,2,1,0,2,0,0,0,0,0,0,0,0,0
8/12/2011,0,2,0,1,4,16,6,13,20,26,42,21,34,30,37,18,25,18,22,21,17,18,9,15,11,25,6,10,8,35,4,5,16,11,8,11,8,4,2,4,5,7,1,3,5,3,3,4,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8/13/2011,0,0,0,0,4,6,4,10,14,24,23,30,30,21,20,22,17,12,19,15,4,5,8,2,5,10,4,2,2,3,5,5,3,5,0,1,9,8,9,3,6,1,3,0,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2011,0,1,0,0,1,11,4,7,13,21,23,7,16,9,18,11,13,7,11,15,6,1,4,2,4,7,1,1,0,4,0,0,6,8,2,0,0,1,4,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8/15/2011,0,0,0,0,2,1,0,6,1,2,7,5,10,1,5,5,5,4,4,1,3,0,2,1,0,8,1,1,2,8,0,0,4,2,0,2,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/2011,0,4,0,1,4,6,2,22,20,22,24,31,37,20,22,31,17,12,20,17,18,8,22,9,7,11,19,14,11,25,11,4,15,8,3,4,2,5,6,7,1,3,5,5,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/2011,0,0,2,1,1,19,7,20,29,41,33,32,31,23,27,35,25,32,23,16,27,19,20,20,14,20,21,20,18,18,5,7,13,12,2,19,9,8,13,9,6,5,9,0,3,3,4,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
8/18/2011,0,0,1,1,2,19,11,12,19,33,36,27,41,27,41,42,20,25,31,14,24,14,22,13,9,27,14,5,29,21,7,9,12,15,7,15,10,10,18,3,7,4,6,2,3,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/2011,0,0,0,2,0,13,5,16,14,18,24,18,34,17,21,30,17,25,18,18,17,16,14,6,11,16,11,13,16,10,9,7,8,11,7,5,8,2,4,4,5,3,5,3,3,2,2,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8/20/2011,0,2,0,0,2,13,5,11,16,15,37,20,30,9,23,10,23,10,16,17,4,8,5,3,9,7,5,4,5,1,5,1,4,2,4,7,5,2,6,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8/21/2011,0,0,0,0,2,10,3,13,15,20,18,18,25,17,22,5,12,9,10,9,8,12,17,3,3,17,6,5,0,1,4,1,8,2,1,3,1,0,4,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2011,0,0,0,2,5,20,4,22,22,22,40,29,39,24,39,29,26,26,28,18,16,16,24,17,7,27,9,7,11,25,14,10,12,13,3,13,11,8,11,7,11,5,9,5,2,4,4,3,2,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0
8/23/2011,0,2,1,0,5,15,7,12,43,61,26,29,47,47,44,37,32,36,37,18,23,22,34,11,14,32,17,14,30,33,17,9,13,10,8,12,10,5,9,6,2,2,10,2,1,4,5,2,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8/24/2011,0,2,2,0,4,4,9,22,36,39,33,27,43,34,38,42,26,25,31,21,31,28,23,13,13,38,14,18,14,22,17,8,14,13,12,20,11,18,15,9,16,2,7,2,5,4,4,2,5,0,2,1,0,2,0,0,2,3,0,0,0,0,0,0,0
8/25/2011,0,1,2,0,1,5,9,20,23,34,18,16,44,18,26,35,19,19,25,16,32,19,21,15,15,21,14,16,16,20,16,6,6,11,14,13,10,7,14,5,9,4,12,4,8,4,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2011,0,4,0,2,1,8,12,28,31,41,36,21,38,31,39,40,20,30,28,17,19,10,23,16,13,26,11,13,20,12,20,10,6,14,6,13,9,6,10,7,7,2,3,1,4,0,2,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2011,0,2,0,0,1,3,9,7,8,24,22,16,17,17,17,16,6,6,2,8,2,7,8,3,3,5,1,2,2,2,0,5,2,2,0,1,5,3,2,0,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/2011,0,0,0,0,0,0,0,1,2,2,5,1,3,3,2,4,0,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2011,0,0,3,0,2,17,13,15,23,43,29,34,47,42,34,36,27,25,28,22,32,24,20,21,16,33,12,26,11,26,14,15,10,16,9,14,17,8,19,13,8,4,4,0,5,8,4,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/2011,0,0,4,0,3,11,22,16,28,50,36,53,61,38,50,29,24,26,31,20,25,28,27,13,18,22,22,27,15,34,11,17,19,21,14,18,20,11,19,11,7,7,6,4,0,7,7,7,2,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0
8/31/2011,0,0,0,0,4,11,13,14,25,43,41,44,48,32,48,32,32,40,28,24,23,31,23,15,18,28,19,23,13,26,21,17,18,19,4,22,18,8,16,6,11,5,13,4,2,8,6,7,5,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
9/1/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2011,0,3,3,0,1,10,15,15,34,34,34,27,47,30,35,33,25,19,31,21,22,17,22,17,12,16,19,13,12,12,13,6,10,8,6,6,9,3,8,8,5,2,7,5,1,3,2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9/3/2011,0,2,2,0,1,6,9,11,14,20,27,26,38,13,10,15,11,5,7,7,12,7,10,5,3,2,4,2,3,2,1,0,6,16,0,3,0,6,2,2,0,0,4,1,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2011,0,0,0,0,5,6,11,18,18,11,18,18,18,19,19,23,15,6,10,9,10,7,3,1,8,3,5,1,2,8,0,3,1,6,0,0,0,0,0,5,3,2,0,1,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2011,0,0,1,0,8,13,16,14,19,25,22,19,22,24,13,16,12,8,15,10,4,8,5,2,9,1,5,2,0,2,0,1,9,5,5,4,13,3,6,3,1,1,3,8,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2011,0,0,0,0,8,13,8,7,10,9,10,17,23,17,10,11,6,3,14,12,16,11,10,2,3,7,3,11,8,16,8,1,9,2,9,6,0,1,7,0,0,3,2,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/7/2011,0,0,1,2,4,8,1,9,9,9,9,14,27,14,14,16,7,2,13,5,7,8,4,8,4,9,2,13,3,15,4,2,6,4,2,3,4,4,7,1,0,3,6,3,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2011,0,1,0,0,7,11,9,10,20,17,36,17,23,18,27,14,7,10,19,9,17,12,13,12,13,15,1,10,8,17,10,4,4,5,10,8,8,8,9,1,2,1,2,2,2,5,3,1,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9/9/2011,0,0,4,0,14,15,13,21,24,40,31,26,42,31,31,38,27,20,36,24,38,35,21,13,9,32,16,13,12,30,22,7,16,21,5,22,14,14,5,3,6,11,7,5,4,2,2,4,8,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0
9/10/2011,0,0,0,0,5,10,19,14,18,35,21,16,27,37,19,19,17,6,24,13,13,13,10,10,15,17,8,3,4,2,0,0,8,2,4,6,10,1,4,11,2,4,3,6,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9/11/2011,0,0,0,0,18,12,12,13,17,35,32,28,30,17,29,23,22,8,22,23,15,12,16,8,5,10,5,5,3,6,6,3,1,6,2,12,0,1,1,5,2,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/12/2011,0,3,7,1,18,20,15,21,27,43,37,39,47,26,36,38,28,22,30,21,32,22,28,15,16,26,23,22,16,30,20,9,20,24,7,17,18,9,18,15,11,2,5,6,6,13,5,4,5,1,5,0,1,2,0,0,1,2,0,0,0,0,0,0,0
9/13/2011,0,2,4,3,10,25,19,34,30,48,37,23,40,25,38,37,30,26,39,25,36,20,29,14,14,22,17,21,18,30,22,10,13,23,9,13,18,7,19,8,8,9,12,4,5,9,3,3,1,3,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
9/14/2011,0,1,2,5,18,14,17,28,30,53,43,43,41,28,43,39,30,23,34,29,34,28,23,15,15,32,14,27,17,22,17,16,12,25,15,15,16,14,17,7,4,7,11,4,3,10,3,3,3,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9/15/2011,0,0,2,4,13,20,13,25,29,56,37,40,46,38,26,35,32,16,38,27,36,23,49,12,18,26,13,20,22,28,12,14,18,18,16,12,14,10,17,7,10,1,16,2,9,6,3,3,4,1,6,0,0,2,1,0,2,0,0,0,0,0,0,0,0
9/16/2011,0,0,7,5,12,24,12,20,36,65,39,31,52,36,31,56,36,32,29,23,44,32,29,17,19,28,17,22,22,34,19,8,14,22,14,13,19,12,7,11,10,11,9,6,3,4,4,0,2,2,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0
9/17/2011,0,0,1,5,7,15,18,20,18,36,27,24,32,15,22,22,13,15,17,16,20,14,12,10,8,4,3,6,2,3,2,3,7,4,4,5,2,3,2,11,2,2,2,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
9/18/2011,0,0,0,3,14,14,11,19,17,33,42,19,28,15,19,20,13,13,18,10,12,8,7,13,8,7,4,10,1,12,3,2,4,4,1,5,4,2,5,6,3,4,5,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9/19/2011,0,2,5,6,13,40,8,21,21,43,37,34,42,35,27,40,35,34,30,14,28,26,28,19,21,24,22,22,13,35,17,8,13,29,15,13,15,16,19,9,20,8,7,3,3,6,1,3,5,3,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
9/20/2011,0,1,6,6,14,26,14,12,31,44,36,28,45,35,25,39,30,26,26,22,29,35,23,16,15,25,22,13,16,22,17,9,21,21,4,11,13,10,11,4,11,1,9,6,2,5,3,4,5,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9/21/2011,0,3,4,7,24,28,20,24,37,54,35,38,45,42,48,47,34,26,32,32,37,31,38,26,26,36,16,20,30,27,16,10,14,31,14,13,14,17,25,7,11,7,8,3,5,10,4,7,5,4,4,3,0,2,0,0,2,1,0,0,0,0,0,0,0
9/22/2011,0,1,7,9,18,42,17,19,32,51,24,23,35,32,27,31,20,20,33,19,35,30,27,18,11,31,14,14,18,24,9,9,16,17,11,15,10,9,19,2,4,7,5,8,4,5,1,5,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
9/23/2011,0,1,3,7,13,25,17,14,25,33,24,18,40,29,18,20,12,6,27,12,18,24,24,9,13,23,16,14,15,23,15,8,15,14,11,13,7,6,16,8,7,7,10,7,2,4,1,3,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
9/24/2011,0,0,1,12,17,18,20,14,24,35,29,15,25,32,18,20,20,11,19,27,3,15,14,5,3,23,6,2,3,16,9,2,11,6,2,1,11,7,5,6,0,0,6,4,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9/25/2011,0,0,4,13,14,9,14,27,17,16,33,19,27,31,18,12,8,8,20,24,16,18,10,11,2,5,8,3,9,13,5,4,4,9,2,8,8,9,9,8,3,2,1,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2011,0,2,9,16,33,32,28,30,26,41,40,32,38,38,48,36,30,21,36,29,22,40,27,27,20,28,22,21,21,37,23,12,14,26,14,13,16,13,20,13,9,3,19,6,4,6,3,5,1,2,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0
9/27/2011,0,0,9,6,26,29,29,32,33,51,45,39,42,46,43,26,32,21,41,37,42,33,24,17,22,40,25,35,23,35,16,18,20,28,19,15,19,16,27,11,6,10,3,8,4,7,3,6,6,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
9/28/2011,0,1,7,8,34,29,38,37,46,57,36,39,50,45,41,41,42,42,36,31,34,35,36,28,27,32,15,12,29,38,28,22,23,27,13,11,19,15,21,11,6,13,10,4,7,7,4,8,7,3,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0
9/29/2011,0,0,3,11,18,34,25,13,29,40,28,29,32,35,21,23,21,10,26,22,23,29,13,20,14,19,12,8,12,28,14,6,9,21,12,12,5,6,11,6,4,3,7,7,4,4,1,5,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9/30/2011,0,1,6,12,31,30,27,25,42,41,60,55,59,38,31,29,34,26,34,39,40,33,27,17,24,32,18,12,16,25,16,13,22,29,10,15,23,20,9,8,6,9,13,6,4,5,6,2,3,0,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0
10/1/2011,0,0,2,13,22,15,21,18,27,36,20,17,30,26,20,14,12,8,21,9,3,13,9,4,4,14,4,2,6,3,0,2,1,10,3,3,5,6,1,3,1,0,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/2/2011,0,0,0,7,17,13,23,17,15,34,28,28,32,37,19,24,9,21,13,9,7,12,7,8,5,21,1,4,4,2,0,6,1,4,0,4,10,0,4,8,1,2,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/3/2011,0,0,3,13,23,27,21,26,32,41,31,29,35,31,30,23,17,17,27,24,36,24,20,19,16,31,18,22,29,20,25,6,16,25,7,15,14,12,14,9,11,2,7,9,6,9,4,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/4/2011,0,0,5,8,22,27,19,17,30,35,28,38,34,38,30,30,20,13,26,28,26,22,23,11,11,19,14,6,18,23,19,12,6,19,13,9,17,7,15,15,4,5,6,2,3,6,6,1,4,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0
10/5/2011,0,0,4,12,21,27,31,28,36,38,36,34,43,46,35,46,30,22,33,35,25,30,21,25,23,26,11,24,23,30,20,19,16,21,14,9,17,14,22,13,11,10,13,4,6,10,9,6,8,2,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0
10/6/2011,0,3,4,10,20,30,20,27,33,43,41,35,49,40,37,40,24,16,37,35,34,32,22,11,22,24,17,18,31,32,27,14,15,28,17,19,20,15,16,14,11,6,16,2,0,8,2,6,6,3,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0
10/7/2011,0,0,4,7,21,34,23,27,35,44,42,32,64,32,41,33,32,24,34,20,41,32,25,16,22,42,17,24,23,30,31,19,21,32,11,25,19,9,11,10,8,17,13,18,2,9,6,3,10,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10/8/2011,0,0,1,7,12,17,16,23,37,41,25,33,40,21,29,19,17,20,21,19,6,14,6,7,5,7,3,12,7,6,8,10,1,13,1,5,4,3,2,8,1,0,8,6,1,2,6,0,2,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
10/9/2011,0,0,3,8,14,14,30,18,21,33,27,29,26,27,20,14,11,29,24,18,11,12,13,12,14,9,8,8,4,4,0,3,1,11,0,3,6,2,14,5,0,3,0,12,0,2,8,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2011,0,1,1,13,19,16,30,29,33,50,37,27,35,32,28,38,19,35,17,26,18,30,13,21,14,30,12,14,6,7,6,10,12,20,4,9,16,14,3,11,9,2,11,2,1,0,1,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2011,0,1,9,12,28,40,39,28,41,63,49,39,50,46,40,46,38,30,35,29,35,34,33,20,37,23,26,23,21,27,22,12,21,33,19,22,15,14,22,20,10,7,7,6,1,5,6,4,9,3,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2011,0,0,10,18,22,37,25,35,35,52,42,38,50,37,39,40,27,26,24,36,24,35,24,30,26,37,9,27,21,34,16,17,23,29,11,13,16,10,14,10,13,7,13,16,12,6,7,6,7,3,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0
10/13/2011,0,0,4,14,10,27,22,8,18,24,29,17,28,14,11,17,17,14,13,10,11,12,8,13,9,12,8,8,10,13,7,7,14,8,9,4,7,4,5,5,4,2,4,4,2,1,3,3,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10/14/2011,0,1,1,15,20,19,21,13,18,30,38,13,28,20,19,20,15,7,16,10,15,10,10,13,12,8,11,9,14,22,10,6,17,21,15,5,7,5,1,2,8,3,10,10,4,2,2,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/15/2011,0,0,10,8,20,20,32,8,19,47,34,24,26,37,26,25,18,15,19,10,13,5,0,10,7,13,8,12,3,7,2,8,8,5,4,11,4,4,11,1,1,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/16/2011,0,0,2,7,14,28,25,19,27,43,42,31,18,34,28,31,19,16,20,18,7,8,9,6,7,6,1,5,2,7,4,8,4,10,1,2,11,2,13,7,5,1,3,3,0,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/17/2011,0,2,6,14,26,36,25,21,33,50,47,32,49,40,33,38,36,20,31,35,34,27,24,22,27,28,16,31,30,34,21,18,16,24,8,16,18,15,21,16,17,5,11,7,5,6,7,4,1,6,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
10/18/2011,0,2,9,13,22,44,36,18,27,49,49,32,59,43,37,55,36,22,45,30,34,22,33,19,26,28,27,43,26,37,21,14,29,27,9,14,11,14,6,7,11,4,6,9,6,9,7,3,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
10/19/2011,0,0,3,3,6,16,8,9,10,17,13,9,25,8,14,13,16,2,12,10,12,11,8,11,8,9,5,3,9,14,10,3,12,8,6,9,4,4,3,1,5,1,8,3,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/20/2011,0,3,9,15,22,27,37,24,25,55,47,35,41,34,28,45,27,14,45,23,22,25,17,17,20,31,19,10,26,36,17,11,18,21,15,14,8,20,17,6,9,3,8,7,9,4,3,3,2,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10/21/2011,0,2,15,9,26,33,31,30,33,36,46,27,55,28,35,45,36,28,37,44,29,27,31,18,22,31,11,19,21,26,24,14,28,31,7,20,21,19,12,10,15,5,7,11,3,8,9,4,9,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10/22/2011,0,0,7,3,21,34,27,21,17,31,41,26,33,27,19,30,18,20,21,30,15,14,9,9,10,10,8,5,6,3,4,2,5,15,5,7,11,7,6,0,4,2,4,6,1,2,6,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10/23/2011,0,0,3,1,18,26,28,25,27,22,27,23,31,20,14,20,27,16,10,21,9,14,11,7,13,5,2,3,6,8,7,4,5,5,2,1,2,4,4,3,2,1,2,6,0,3,7,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/2011,0,2,8,10,22,41,35,14,45,43,34,38,53,27,29,58,39,14,37,32,31,18,27,15,23,18,12,20,15,27,18,8,18,31,6,16,16,8,24,6,11,5,7,5,6,6,7,5,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10/25/2011,0,2,16,11,18,32,31,15,22,44,39,27,47,43,36,45,38,23,50,35,40,27,19,20,28,20,16,30,21,26,22,12,22,32,10,15,10,13,17,16,15,5,6,9,3,4,4,6,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10/26/2011,0,0,3,6,22,24,28,17,27,35,22,25,35,27,25,43,20,16,30,18,17,14,17,13,23,14,11,20,13,19,14,6,18,11,8,7,9,11,11,5,7,2,1,4,3,7,5,4,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/27/2011,0,0,2,2,1,14,10,4,3,15,8,3,12,8,8,6,6,0,8,4,6,1,2,3,6,2,1,1,8,4,5,2,6,3,4,5,2,1,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2011,0,0,7,12,21,28,21,32,23,43,34,20,34,30,33,43,25,6,28,21,19,22,17,20,17,26,17,25,20,15,11,6,17,17,4,9,10,8,8,9,8,0,10,6,0,5,4,5,2,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10/29/2011,0,0,0,3,3,5,8,6,6,12,11,5,10,10,5,6,6,3,3,25,1,3,1,0,1,4,1,5,2,2,0,0,2,1,0,2,2,2,2,0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2011,0,0,3,1,7,6,7,3,2,16,9,8,11,8,4,4,3,2,5,3,3,4,3,1,5,0,0,4,0,0,1,1,4,1,0,0,2,0,0,0,4,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/31/2011,0,0,7,8,8,24,27,17,29,43,33,19,38,31,21,38,23,6,27,17,17,22,26,17,18,27,12,17,15,27,25,9,14,11,17,22,10,10,10,2,9,7,6,6,3,9,2,4,4,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2011,0,0,3,10,18,21,26,31,31,50,34,27,42,31,27,37,27,16,42,27,24,19,13,15,15,22,10,23,24,26,19,11,24,22,9,14,15,16,9,2,8,4,3,7,3,4,1,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2011,0,0,7,6,19,22,27,13,31,35,32,44,36,25,31,32,31,19,37,28,16,18,22,21,15,18,10,21,19,23,15,13,20,35,7,16,15,14,9,7,12,9,11,12,4,3,6,4,6,1,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0
11/3/2011,0,2,4,8,19,22,37,25,36,47,34,29,46,18,28,38,29,22,32,22,28,28,18,25,13,19,16,20,33,31,17,19,21,16,14,15,12,17,9,6,8,3,13,4,6,6,4,7,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11/4/2011,0,0,10,14,17,26,31,22,39,50,32,26,34,24,19,39,27,13,33,28,22,17,24,22,10,20,15,20,24,25,16,13,9,25,14,15,7,8,10,13,9,2,6,8,4,7,5,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
