ID,orig,dest
2139,19,22
2140,19,23
2141,19,24
2142,19,25
2143,19,26
2144,19,27
2145,19,29
2146,19,30
2147,19,31
2148,19,32
2149,19,33
2150,19,34
2151,19,35
2152,19,36
2153,19,37
2154,19,38
2155,19,39
2156,19,40
2157,19,41
2158,19,42
2159,19,43
2160,19,44
2161,19,45
2162,19,46
2163,19,47
2164,19,48
2165,19,49
2166,19,50
2167,19,51
2168,19,52
2169,19,53
2170,19,54
2171,19,55
2172,19,56
2173,19,57
2174,19,58
2175,19,59
2176,19,60
2177,19,61
2178,19,62
2179,19,63
2180,19,64
2181,19,65
2182,19,66
2183,19,67
2184,19,68
2185,19,69
2186,19,70
2187,19,71
2188,19,72
2189,19,73
2190,19,74
2191,19,75
2192,19,76
2193,19,77
2194,19,78
2195,19,79
2196,19,80
2197,19,81
2198,19,82
2199,19,83
2200,19,84
2201,19,85
2202,19,86
2203,19,87
2204,19,88
2205,19,89
2206,19,90
2207,19,91
2208,19,92
2209,19,93
2210,19,94
2211,19,95
2212,19,96
2213,19,97
2214,19,98
2215,19,99
2216,19,100
2217,19,101
2218,19,102
2219,19,103
2220,19,104
2221,19,105
2222,19,106
2223,19,107
2224,19,108
2225,19,109
2226,19,110
2227,19,111
2228,19,112
2229,19,113
2230,19,114
2231,19,115
2232,19,116
2233,19,117
2234,19,118
2235,19,119
2236,19,120
2237,19,121
2238,19,122
2239,19,123
2240,19,124
2241,19,125
2242,19,126
2243,19,127
2244,19,128
2245,19,129
2246,19,130
2247,19,131
2248,19,132
2249,19,133
2250,19,134
2251,19,135
2252,19,136
2253,19,137
2254,19,138
2255,19,139
2256,19,140
2257,19,141
2258,19,142
2259,19,143
2260,19,144
2261,19,145
2262,20,21
2263,20,22
2264,20,23
2265,20,24
2266,20,25
2267,20,26
2268,20,27
2269,20,29
2270,20,30
2271,20,31
2272,20,32
2273,20,33
2274,20,34
2275,20,35
2276,20,36
2277,20,37
2278,20,38
2279,20,39
2280,20,40
2281,20,41
2282,20,42
2283,20,43
2284,20,44
2285,20,45
2286,20,46
2287,20,47
2288,20,48
2289,20,49
2290,20,50
2291,20,51
2292,20,52
2293,20,53
2294,20,54
2295,20,55
2296,20,56
2297,20,57
2298,20,58
2299,20,59
2300,20,60
2301,20,61
2302,20,62
2303,20,63
2304,20,64
2305,20,65
2306,20,66
2307,20,67
2308,20,68
2309,20,69
2310,20,70
2311,20,71
2312,20,72
2313,20,73
2314,20,74
2315,20,75
2316,20,76
2317,20,77
2318,20,78
2319,20,79
2320,20,80
2321,20,81
2322,20,82
2323,20,83
2324,20,84
2325,20,85
2326,20,86
2327,20,87
2328,20,88
2329,20,89
2330,20,90
2331,20,91
2332,20,92
2333,20,93
2334,20,94
2335,20,95
2336,20,96
2337,20,97
2338,20,98
2339,20,99
2340,20,100
2341,20,101
2342,20,102
2343,20,103
2344,20,104
2345,20,105
2346,20,106
2347,20,107
2348,20,108
2349,20,109
2350,20,110
2351,20,111
2352,20,112
2353,20,113
2354,20,114
2355,20,115
2356,20,116
2357,20,117
2358,20,118
2359,20,119
2360,20,120
2361,20,121
2362,20,122
2363,20,123
2364,20,124
2365,20,125
2366,20,126
2367,20,127
2368,20,128
2369,20,129
2370,20,130
2371,20,131
2372,20,132
2373,20,133
2374,20,134
2375,20,135
2376,20,136
2377,20,137
2378,20,138
2379,20,139
2380,20,140
2381,20,141
2382,20,142
2383,20,143
2384,20,144
2385,20,145
2386,21,22
2387,21,23
2388,21,24
2389,21,25
2390,21,26
2391,21,27
2392,21,29
2393,21,30
2394,21,31
2395,21,32
2396,21,33
2397,21,34
2398,21,35
2399,21,36
2400,21,37
2401,21,38
2402,21,39
2403,21,40
2404,21,41
2405,21,42
2406,21,43
2407,21,44
2408,21,45
2409,21,46
2410,21,47
2411,21,48
2412,21,49
2413,21,50
2414,21,51
2415,21,52
2416,21,53
2417,21,54
2418,21,55
2419,21,56
2420,21,57
2421,21,58
2422,21,59
2423,21,60
2424,21,61
2425,21,62
2426,21,63
2427,21,64
2428,21,65
2429,21,66
2430,21,67
2431,21,68
2432,21,69
2433,21,70
2434,21,71
2435,21,72
2436,21,73
2437,21,74
2438,21,75
2439,21,76
2440,21,77
2441,21,78
2442,21,79
2443,21,80
2444,21,81
2445,21,82
2446,21,83
2447,21,84
2448,21,85
2449,21,86
2450,21,87
2451,21,88
2452,21,89
2453,21,90
2454,21,91
2455,21,92
2456,21,93
2457,21,94
2458,21,95
2459,21,96
2460,21,97
2461,21,98
2462,21,99
2463,21,100
2464,21,101
2465,21,102
2466,21,103
2467,21,104
2468,21,105
2469,21,106
2470,21,107
2471,21,108
2472,21,109
2473,21,110
2474,21,111
2475,21,112
2476,21,113
2477,21,114
2478,21,115
2479,21,116
2480,21,117
2481,21,118
2482,21,119
2483,21,120
2484,21,121
2485,21,122
2486,21,123
2487,21,124
2488,21,125
2489,21,126
2490,21,127
2491,21,128
2492,21,129
2493,21,130
2494,21,131
2495,21,132
2496,21,133
2497,21,134
2498,21,135
2499,21,136
2500,21,137
2501,21,138
2502,21,139
2503,21,140
2504,21,141
2505,21,142
2506,21,143
2507,21,144
2508,21,145
2509,22,23
2510,22,24
2511,22,25
2512,22,26
2513,22,27
2514,22,29
2515,22,30
2516,22,31
2517,22,32
2518,22,33
2519,22,34
2520,22,35
2521,22,36
2522,22,37
2523,22,38
2524,22,39
2525,22,40
2526,22,41
2527,22,42
2528,22,43
2529,22,44
2530,22,45
2531,22,46
2532,22,47
2533,22,48
2534,22,49
2535,22,50
2536,22,51
2537,22,52
2538,22,53
2539,22,54
2540,22,55
2541,22,56
2542,22,57
2543,22,58
2544,22,59
2545,22,60
2546,22,61
2547,22,62
2548,22,63
2549,22,64
2550,22,65
2551,22,66
2552,22,67
2553,22,68
2554,22,69
2555,22,70
2556,22,71
2557,22,72
2558,22,73
2559,22,74
2560,22,75
2561,22,76
2562,22,77
2563,22,78
2564,22,79
2565,22,80
2566,22,81
2567,22,82
2568,22,83
2569,22,84
2570,22,85
2571,22,86
2572,22,87
2573,22,88
2574,22,89
2575,22,90
2576,22,91
2577,22,92
2578,22,93
2579,22,94
2580,22,95
2581,22,96
2582,22,97
2583,22,98
2584,22,99
2585,22,100
2586,22,101
2587,22,102
2588,22,103
2589,22,104
2590,22,105
2591,22,106
2592,22,107
2593,22,108
2594,22,109
2595,22,110
2596,22,111
2597,22,112
2598,22,113
2599,22,114
2600,22,115
2601,22,116
2602,22,117
2603,22,118
2604,22,119
2605,22,120
2606,22,121
2607,22,122
2608,22,123
2609,22,124
2610,22,125
2611,22,126
2612,22,127
2613,22,128
2614,22,129
2615,22,130
2616,22,131
2617,22,132
2618,22,133
2619,22,134
2620,22,135
2621,22,136
2622,22,137
2623,22,138
2624,22,139
2625,22,140
2626,22,141
2627,22,142
2628,22,143
2629,22,144
2630,22,145
2631,23,24
2632,23,25
2633,23,26
2634,23,27
2635,23,29
2636,23,30
2637,23,31
2638,23,32
2639,23,33
2640,23,34
2641,23,35
2642,23,36
2643,23,37
2644,23,38
2645,23,39
2646,23,40
2647,23,41
2648,23,42
2649,23,43
2650,23,44
2651,23,45
2652,23,46
2653,23,47
2654,23,48
2655,23,49
2656,23,50
2657,23,51
2658,23,52
2659,23,53
2660,23,54
2661,23,55
2662,23,56
2663,23,57
2664,23,58
2665,23,59
2666,23,60
2667,23,61
2668,23,62
2669,23,63
2670,23,64
2671,23,65
2672,23,66
2673,23,67
2674,23,68
2675,23,69
2676,23,70
2677,23,71
2678,23,72
2679,23,73
2680,23,74
2681,23,75
2682,23,76
2683,23,77
2684,23,78
2685,23,79
2686,23,80
2687,23,81
2688,23,82
2689,23,83
2690,23,84
2691,23,85
2692,23,86
2693,23,87
2694,23,88
2695,23,89
2696,23,90
2697,23,91
2698,23,92
2699,23,93
2700,23,94
2701,23,95
2702,23,96
2703,23,97
2704,23,98
2705,23,99
2706,23,100
2707,23,101
2708,23,102
2709,23,103
2710,23,104
2711,23,105
2712,23,106
2713,23,107
2714,23,108
2715,23,109
2716,23,110
2717,23,111
2718,23,112
2719,23,113
2720,23,114
2721,23,115
2722,23,116
2723,23,117
2724,23,118
2725,23,119
2726,23,120
2727,23,121
2728,23,122
2729,23,123
2730,23,124
2731,23,125
2732,23,126
2733,23,127
2734,23,128
2735,23,129
2736,23,130
2737,23,131
2738,23,132
2739,23,133
2740,23,134
2741,23,135
2742,23,136
2743,23,137
2744,23,138
2745,23,139
2746,23,140
2747,23,141
2748,23,142
2749,23,143
2750,23,144
2751,23,145
2752,24,25
2753,24,26
2754,24,27
2755,24,29
2756,24,30
2757,24,31
2758,24,32
2759,24,33
2760,24,34
2761,24,35
2762,24,36
2763,24,37
2764,24,38
2765,24,39
2766,24,40
2767,24,41
2768,24,42
2769,24,43
2770,24,44
2771,24,45
2772,24,46
2773,24,47
2774,24,48
2775,24,49
2776,24,50
2777,24,51
2778,24,52
2779,24,53
2780,24,54
2781,24,55
2782,24,56
2783,24,57
2784,24,58
2785,24,59
2786,24,60
2787,24,61
2788,24,62
2789,24,63
2790,24,64
2791,24,65
2792,24,66
2793,24,67
2794,24,68
2795,24,69
2796,24,70
2797,24,71
2798,24,72
2799,24,73
2800,24,74
2801,24,75
2802,24,76
2803,24,77
2804,24,78
2805,24,79
2806,24,80
2807,24,81
2808,24,82
2809,24,83
2810,24,84
2811,24,85
2812,24,86
2813,24,87
2814,24,88
2815,24,89
2816,24,90
2817,24,91
2818,24,92
2819,24,93
2820,24,94
2821,24,95
2822,24,96
2823,24,97
2824,24,98
2825,24,99
2826,24,100
2827,24,101
2828,24,102
2829,24,103
2830,24,104
2831,24,105
2832,24,106
2833,24,107
2834,24,108
2835,24,109
2836,24,110
2837,24,111
2838,24,112
2839,24,113
2840,24,114
2841,24,115
2842,24,116
2843,24,117
2844,24,118
2845,24,119
2846,24,120
2847,24,121
2848,24,122
2849,24,123
2850,24,124
2851,24,125
2852,24,126
2853,24,127
2854,24,128
2855,24,129
2856,24,130
2857,24,131
2858,24,132
2859,24,133
2860,24,134
2861,24,135
2862,24,136
2863,24,137
2864,24,138
2865,24,139
2866,24,140
2867,24,141
2868,24,142
2869,24,143
2870,24,144
2871,24,145
2872,25,26
2873,25,27
2874,25,29
2875,25,30
2876,25,31
2877,25,32
2878,25,33
2879,25,34
2880,25,35
2881,25,36
2882,25,37
2883,25,38
2884,25,39
2885,25,40
2886,25,41
2887,25,42
2888,25,43
2889,25,44
2890,25,45
2891,25,46
2892,25,47
2893,25,48
2894,25,49
2895,25,50
2896,25,51
2897,25,52
2898,25,53
2899,25,54
2900,25,55
2901,25,56
2902,25,57
2903,25,58
2904,25,59
2905,25,60
2906,25,61
2907,25,62
2908,25,63
2909,25,64
2910,25,65
2911,25,66
2912,25,67
2913,25,68
2914,25,69
2915,25,70
2916,25,71
2917,25,72
2918,25,73
2919,25,74
2920,25,75
2921,25,76
2922,25,77
2923,25,78
2924,25,79
2925,25,80
2926,25,81
2927,25,82
2928,25,83
2929,25,84
2930,25,85
2931,25,86
2932,25,87
2933,25,88
2934,25,89
2935,25,90
2936,25,91
2937,25,92
2938,25,93
2939,25,94
2940,25,95
2941,25,96
2942,25,97
2943,25,98
2944,25,99
2945,25,100
2946,25,101
2947,25,102
2948,25,103
2949,25,104
2950,25,105
2951,25,106
2952,25,107
2953,25,108
2954,25,109
2955,25,110
2956,25,111
2957,25,112
2958,25,113
2959,25,114
2960,25,115
2961,25,116
2962,25,117
2963,25,118
2964,25,119
2965,25,120
2966,25,121
2967,25,122
2968,25,123
2969,25,124
2970,25,125
2971,25,126
2972,25,127
2973,25,128
2974,25,129
2975,25,130
2976,25,131
2977,25,132
2978,25,133
2979,25,134
2980,25,135
2981,25,136
2982,25,137
2983,25,138
2984,25,139
2985,25,140
2986,25,141
2987,25,142
2988,25,143
2989,25,144
2990,25,145
2991,26,27
2992,26,29
2993,26,30
2994,26,31
2995,26,32
2996,26,33
2997,26,34
2998,26,35
2999,26,36
3000,26,37
3001,26,38
3002,26,39
3003,26,40
3004,26,41
3005,26,42
3006,26,43
3007,26,44
3008,26,45
3009,26,46
3010,26,47
3011,26,48
3012,26,49
3013,26,50
3014,26,51
3015,26,52
3016,26,53
3017,26,54
3018,26,55
3019,26,56
3020,26,57
3021,26,58
3022,26,59
3023,26,60
3024,26,61
3025,26,62
3026,26,63
3027,26,64
3028,26,65
3029,26,66
3030,26,67
3031,26,68
3032,26,69
3033,26,70
3034,26,71
3035,26,72
3036,26,73
3037,26,74
3038,26,75
3039,26,76
3040,26,77
3041,26,78
3042,26,79
3043,26,80
3044,26,81
3045,26,82
3046,26,83
3047,26,84
3048,26,85
3049,26,86
3050,26,87
3051,26,88
3052,26,89
3053,26,90
3054,26,91
3055,26,92
3056,26,93
3057,26,94
3058,26,95
3059,26,96
3060,26,97
3061,26,98
3062,26,99
3063,26,100
3064,26,101
3065,26,102
3066,26,103
3067,26,104
3068,26,105
3069,26,106
3070,26,107
3071,26,108
3072,26,109
3073,26,110
3074,26,111
3075,26,112
3076,26,113
3077,26,114
3078,26,115
3079,26,116
3080,26,117
3081,26,118
3082,26,119
3083,26,120
3084,26,121
3085,26,122
3086,26,123
3087,26,124
3088,26,125
3089,26,126
3090,26,127
3091,26,128
3092,26,129
3093,26,130
3094,26,131
3095,26,132
3096,26,133
3097,26,134
3098,26,135
3099,26,136
3100,26,137
3101,26,138
3102,26,139
3103,26,140
3104,26,141
3105,26,142
3106,26,143
3107,26,144
3108,26,145
3109,27,29
3110,27,30
3111,27,31
3112,27,32
3113,27,33
3114,27,34
3115,27,35
3116,27,36
3117,27,37
3118,27,38
3119,27,39
3120,27,40
3121,27,41
3122,27,42
3123,27,43
3124,27,44
3125,27,45
3126,27,46
3127,27,47
3128,27,48
3129,27,49
3130,27,50
3131,27,51
3132,27,52
3133,27,53
3134,27,54
3135,27,55
3136,27,56
3137,27,57
3138,27,58
3139,27,59
3140,27,60
3141,27,61
3142,27,62
3143,27,63
3144,27,64
3145,27,65
3146,27,66
3147,27,67
3148,27,68
3149,27,69
3150,27,70
3151,27,71
3152,27,72
3153,27,73
3154,27,74
3155,27,75
3156,27,76
3157,27,77
3158,27,78
3159,27,79
3160,27,80
3161,27,81
3162,27,82
3163,27,83
3164,27,84
3165,27,85
3166,27,86
3167,27,87
3168,27,88
3169,27,89
3170,27,90
3171,27,91
3172,27,92
3173,27,93
3174,27,94
3175,27,95
3176,27,96
3177,27,97
3178,27,98
3179,27,99
3180,27,100
3181,27,101
3182,27,102
3183,27,103
3184,27,104
3185,27,105
3186,27,106
3187,27,107
3188,27,108
3189,27,109
3190,27,110
3191,27,111
3192,27,112
3193,27,113
3194,27,114
3195,27,115
3196,27,116
3197,27,117
3198,27,118
3199,27,119
3200,27,120
3201,27,121
3202,27,122
3203,27,123
3204,27,124
3205,27,125
3206,27,126
3207,27,127
3208,27,128
3209,27,129
3210,27,130
3211,27,131
3212,27,132
3213,27,133
3214,27,134
3215,27,135
3216,27,136
3217,27,137
3218,27,138
3219,27,139
3220,27,140
3221,27,141
3222,27,142
3223,27,143
3224,27,144
3225,27,145
3226,29,30
3227,29,31
3228,29,32
3229,29,33
3230,29,34
3231,29,35
3232,29,36
3233,29,37
3234,29,38
3235,29,39
3236,29,40
3237,29,41
3238,29,42
3239,29,43
3240,29,44
3241,29,45
3242,29,46
3243,29,47
3244,29,48
3245,29,49
3246,29,50
3247,29,51
3248,29,52
3249,29,53
3250,29,54
3251,29,55
3252,29,56
3253,29,57
3254,29,58
3255,29,59
3256,29,60
3257,29,61
3258,29,62
3259,29,63
3260,29,64
3261,29,65
3262,29,66
3263,29,67
3264,29,68
3265,29,69
3266,29,70
3267,29,71
3268,29,72
3269,29,73
3270,29,74
3271,29,75
3272,29,76
3273,29,77
3274,29,78
3275,29,79
3276,29,80
3277,29,81
3278,29,82
3279,29,83
3280,29,84
3281,29,85
3282,29,86
3283,29,87
3284,29,88
3285,29,89
3286,29,90
3287,29,91
3288,29,92
3289,29,93
3290,29,94
3291,29,95
3292,29,96
3293,29,97
3294,29,98
3295,29,99
3296,29,100
3297,29,101
3298,29,102
3299,29,103
3300,29,104
3301,29,105
3302,29,106
3303,29,107
3304,29,108
3305,29,109
3306,29,110
3307,29,111
3308,29,112
3309,29,113
3310,29,114
3311,29,115
3312,29,116
3313,29,117
3314,29,118
3315,29,119
3316,29,120
3317,29,121
3318,29,122
3319,29,123
3320,29,124
3321,29,125
3322,29,126
3323,29,127
3324,29,128
3325,29,129
3326,29,130
3327,29,131
3328,29,132
3329,29,133
3330,29,134
3331,29,135
3332,29,136
3333,29,137
3334,29,138
3335,29,139
3336,29,140
3337,29,141
3338,29,142
3339,29,143
3340,29,144
3341,29,145
3342,30,31
3343,30,32
3344,30,33
3345,30,34
3346,30,35
3347,30,36
3348,30,37
3349,30,38
3350,30,39
3351,30,40
3352,30,41
3353,30,42
3354,30,43
3355,30,44
3356,30,45
3357,30,46
3358,30,47
3359,30,48
3360,30,49
3361,30,50
3362,30,51
3363,30,52
3364,30,53
3365,30,54
3366,30,55
3367,30,56
3368,30,57
3369,30,58
3370,30,59
3371,30,60
3372,30,61
3373,30,62
3374,30,63
3375,30,64
3376,30,65
3377,30,66
3378,30,67
3379,30,68
3380,30,69
3381,30,70
3382,30,71
3383,30,72
3384,30,73
3385,30,74
3386,30,75
3387,30,76
3388,30,77
3389,30,78
3390,30,79
3391,30,80
3392,30,81
3393,30,82
3394,30,83
3395,30,84
3396,30,85
3397,30,86
3398,30,87
3399,30,88
3400,30,89
3401,30,90
3402,30,91
3403,30,92
3404,30,93
3405,30,94
3406,30,95
3407,30,96
3408,30,97
3409,30,98
3410,30,99
3411,30,100
3412,30,101
3413,30,102
3414,30,103
3415,30,104
3416,30,105
3417,30,106
3418,30,107
3419,30,108
3420,30,109
3421,30,110
3422,30,111
3423,30,112
3424,30,113
3425,30,114
3426,30,115
3427,30,116
3428,30,117
3429,30,118
3430,30,119
3431,30,120
3432,30,121
3433,30,122
3434,30,123
3435,30,124
3436,30,125
3437,30,126
3438,30,127
3439,30,128
3440,30,129
3441,30,130
3442,30,131
3443,30,132
3444,30,133
3445,30,134
3446,30,135
3447,30,136
3448,30,137
3449,30,138
3450,30,139
3451,30,140
3452,30,141
3453,30,142
3454,30,143
3455,30,144
3456,30,145
3457,31,32
3458,31,33
3459,31,34
3460,31,35
3461,31,36
3462,31,37
3463,31,38
3464,31,39
3465,31,40
3466,31,41
3467,31,42
3468,31,43
3469,31,44
3470,31,45
3471,31,46
3472,31,47
3473,31,48
3474,31,49
3475,31,50
3476,31,51
3477,31,52
3478,31,53
3479,31,54
3480,31,55
3481,31,56
3482,31,57
3483,31,58
3484,31,59
3485,31,60
3486,31,61
3487,31,62
3488,31,63
3489,31,64
3490,31,65
3491,31,66
3492,31,67
3493,31,68
3494,31,69
3495,31,70
3496,31,71
3497,31,72
3498,31,73
3499,31,74
3500,31,75
3501,31,76
3502,31,77
3503,31,78
3504,31,79
3505,31,80
3506,31,81
3507,31,82
3508,31,83
3509,31,84
3510,31,85
3511,31,86
3512,31,87
3513,31,88
3514,31,89
3515,31,90
3516,31,91
3517,31,92
3518,31,93
3519,31,94
3520,31,95
3521,31,96
3522,31,97
3523,31,98
3524,31,99
3525,31,100
3526,31,101
3527,31,102
3528,31,103
3529,31,104
3530,31,105
3531,31,106
3532,31,107
3533,31,108
3534,31,109
3535,31,110
3536,31,111
3537,31,112
3538,31,113
3539,31,114
3540,31,115
3541,31,116
3542,31,117
3543,31,118
3544,31,119
3545,31,120
3546,31,121
3547,31,122
3548,31,123
3549,31,124
3550,31,125
3551,31,126
3552,31,127
3553,31,128
3554,31,129
3555,31,130
3556,31,131
3557,31,132
3558,31,133
3559,31,134
3560,31,135
3561,31,136
3562,31,137
3563,31,138
3564,31,139
3565,31,140
3566,31,141
3567,31,142
3568,31,143
3569,31,144
3570,31,145
3571,32,33
3572,32,34
3573,32,35
3574,32,36
3575,32,37
3576,32,38
3577,32,39
3578,32,40
3579,32,41
3580,32,42
3581,32,43
3582,32,44
3583,32,45
3584,32,46
3585,32,47
3586,32,48
3587,32,49
3588,32,50
3589,32,51
3590,32,52
3591,32,53
3592,32,54
3593,32,55
3594,32,56
3595,32,57
3596,32,58
3597,32,59
3598,32,60
3599,32,61
3600,32,62
3601,32,63
3602,32,64
3603,32,65
3604,32,66
3605,32,67
3606,32,68
3607,32,69
3608,32,70
3609,32,71
3610,32,72
3611,32,73
3612,32,74
3613,32,75
3614,32,76
3615,32,77
3616,32,78
3617,32,79
3618,32,80
3619,32,81
3620,32,82
3621,32,83
3622,32,84
3623,32,85
3624,32,86
3625,32,87
3626,32,88
3627,32,89
3628,32,90
3629,32,91
3630,32,92
3631,32,93
3632,32,94
3633,32,95
3634,32,96
3635,32,97
3636,32,98
3637,32,99
3638,32,100
3639,32,101
3640,32,102
3641,32,103
3642,32,104
3643,32,105
3644,32,106
3645,32,107
3646,32,108
3647,32,109
3648,32,110
3649,32,111
3650,32,112
3651,32,113
3652,32,114
3653,32,115
3654,32,116
3655,32,117
3656,32,118
3657,32,119
3658,32,120
3659,32,121
3660,32,122
3661,32,123
3662,32,124
3663,32,125
3664,32,126
3665,32,127
3666,32,128
3667,32,129
3668,32,130
3669,32,131
3670,32,132
3671,32,133
3672,32,134
3673,32,135
3674,32,136
3675,32,137
3676,32,138
3677,32,139
3678,32,140
3679,32,141
3680,32,142
3681,32,143
3682,32,144
3683,32,145
3684,33,34
3685,33,35
3686,33,36
3687,33,37
3688,33,38
3689,33,39
3690,33,40
3691,33,41
3692,33,42
3693,33,43
3694,33,44
3695,33,45
3696,33,46
3697,33,47
3698,33,48
3699,33,49
3700,33,50
3701,33,51
3702,33,52
3703,33,53
3704,33,54
3705,33,55
3706,33,56
3707,33,57
3708,33,58
3709,33,59
3710,33,60
3711,33,61
3712,33,62
3713,33,63
3714,33,64
3715,33,65
3716,33,66
3717,33,67
3718,33,68
3719,33,69
3720,33,70
3721,33,71
3722,33,72
3723,33,73
3724,33,74
3725,33,75
3726,33,76
3727,33,77
3728,33,78
3729,33,79
3730,33,80
3731,33,81
3732,33,82
3733,33,83
3734,33,84
3735,33,85
3736,33,86
3737,33,87
3738,33,88
3739,33,89
3740,33,90
3741,33,91
3742,33,92
3743,33,93
3744,33,94
3745,33,95
3746,33,96
3747,33,97
3748,33,98
3749,33,99
3750,33,100
3751,33,101
3752,33,102
3753,33,103
3754,33,104
3755,33,105
3756,33,106
3757,33,107
3758,33,108
3759,33,109
3760,33,110
3761,33,111
3762,33,112
3763,33,113
3764,33,114
3765,33,115
3766,33,116
3767,33,117
3768,33,118
3769,33,119
3770,33,120
3771,33,121
3772,33,122
3773,33,123
3774,33,124
3775,33,125
3776,33,126
3777,33,127
3778,33,128
3779,33,129
3780,33,130
3781,33,131
3782,33,132
3783,33,133
3784,33,134
3785,33,135
3786,33,136
3787,33,137
3788,33,138
3789,33,139
3790,33,140
3791,33,141
3792,33,142
3793,33,143
3794,33,144
3795,33,145
3796,34,35
3797,34,36
3798,34,37
3799,34,38
3800,34,39
3801,34,40
3802,34,41
3803,34,42
3804,34,43
3805,34,44
3806,34,45
3807,34,46
3808,34,47
3809,34,48
3810,34,49
3811,34,50
3812,34,51
3813,34,52
3814,34,53
3815,34,54
3816,34,55
3817,34,56
3818,34,57
3819,34,58
3820,34,59
3821,34,60
3822,34,61
3823,34,62
3824,34,63
3825,34,64
3826,34,65
3827,34,66
3828,34,67
3829,34,68
3830,34,69
3831,34,70
3832,34,71
3833,34,72
3834,34,73
3835,34,74
3836,34,75
3837,34,76
3838,34,77
3839,34,78
3840,34,79
3841,34,80
3842,34,81
3843,34,82
3844,34,83
3845,34,84
3846,34,85
3847,34,86
3848,34,87
3849,34,88
3850,34,89
3851,34,90
3852,34,91
3853,34,92
3854,34,93
3855,34,94
3856,34,95
3857,34,96
3858,34,97
3859,34,98
3860,34,99
3861,34,100
3862,34,101
3863,34,102
3864,34,103
3865,34,104
3866,34,105
3867,34,106
3868,34,107
3869,34,108
3870,34,109
3871,34,110
3872,34,111
3873,34,112
3874,34,113
3875,34,114
3876,34,115
3877,34,116
3878,34,117
3879,34,118
3880,34,119
3881,34,120
3882,34,121
3883,34,122
3884,34,123
3885,34,124
3886,34,125
3887,34,126
3888,34,127
3889,34,128
3890,34,129
3891,34,130
3892,34,131
3893,34,132
3894,34,133
3895,34,134
3896,34,135
3897,34,136
3898,34,137
3899,34,138
3900,34,139
3901,34,140
3902,34,141
3903,34,142
3904,34,143
3905,34,144
3906,34,145
3907,35,36
3908,35,37
3909,35,38
3910,35,39
3911,35,40
3912,35,41
3913,35,42
3914,35,43
3915,35,44
3916,35,45
3917,35,46
3918,35,47
3919,35,48
3920,35,49
3921,35,50
3922,35,51
3923,35,52
3924,35,53
3925,35,54
3926,35,55
3927,35,56
3928,35,57
3929,35,58
3930,35,59
3931,35,60
3932,35,61
3933,35,62
3934,35,63
3935,35,64
3936,35,65
3937,35,66
3938,35,67
3939,35,68
3940,35,69
3941,35,70
3942,35,71
3943,35,72
3944,35,73
3945,35,74
3946,35,75
3947,35,76
3948,35,77
3949,35,78
3950,35,79
3951,35,80
3952,35,81
3953,35,82
3954,35,83
3955,35,84
3956,35,85
3957,35,86
3958,35,87
3959,35,88
3960,35,89
3961,35,90
3962,35,91
3963,35,92
3964,35,93
3965,35,94
3966,35,95
3967,35,96
3968,35,97
3969,35,98
3970,35,99
3971,35,100
3972,35,101
3973,35,102
3974,35,103
3975,35,104
3976,35,105
3977,35,106
3978,35,107
3979,35,108
3980,35,109
3981,35,110
3982,35,111
3983,35,112
3984,35,113
3985,35,114
3986,35,115
3987,35,116
3988,35,117
3989,35,118
3990,35,119
3991,35,120
3992,35,121
3993,35,122
3994,35,123
3995,35,124
3996,35,125
3997,35,126
3998,35,127
3999,35,128
4000,35,129
4001,35,130
4002,35,131
4003,35,132
4004,35,133
4005,35,134
4006,35,135
4007,35,136
4008,35,137
4009,35,138
4010,35,139
4011,35,140
4012,35,141
4013,35,142
4014,35,143
4015,35,144
4016,35,145
4017,36,37
4018,36,38
4019,36,39
4020,36,40
4021,36,41
4022,36,42
4023,36,43
4024,36,44
4025,36,45
4026,36,46
4027,36,47
4028,36,48
4029,36,49
4030,36,50
4031,36,51
4032,36,52
4033,36,53
4034,36,54
4035,36,55
4036,36,56
4037,36,57
4038,36,58
4039,36,59
4040,36,60
4041,36,61
4042,36,62
4043,36,63
4044,36,64
4045,36,65
4046,36,66
4047,36,67
4048,36,68
4049,36,69
4050,36,70
4051,36,71
4052,36,72
4053,36,73
4054,36,74
4055,36,75
4056,36,76
4057,36,77
4058,36,78
4059,36,79
4060,36,80
4061,36,81
4062,36,82
4063,36,83
4064,36,84
4065,36,85
4066,36,86
4067,36,87
4068,36,88
4069,36,89
4070,36,90
4071,36,91
4072,36,92
4073,36,93
4074,36,94
4075,36,95
4076,36,96
4077,36,97
4078,36,98
4079,36,99
4080,36,100
4081,36,101
4082,36,102
4083,36,103
4084,36,104
4085,36,105
4086,36,106
4087,36,107
4088,36,108
4089,36,109
4090,36,110
4091,36,111
4092,36,112
4093,36,113
4094,36,114
4095,36,115
4096,36,116
4097,36,117
4098,36,118
4099,36,119
4100,36,120
4101,36,121
4102,36,122
4103,36,123
4104,36,124
4105,36,125
4106,36,126
4107,36,127
4108,36,128
4109,36,129
4110,36,130
4111,36,131
4112,36,132
4113,36,133
4114,36,134
4115,36,135
4116,36,136
4117,36,137
4118,36,138
4119,36,139
4120,36,140
4121,36,141
4122,36,142
4123,36,143
4124,36,144
4125,36,145
4126,37,38
4127,37,39
4128,37,40
4129,37,41
4130,37,42
4131,37,43
4132,37,44
4133,37,45
4134,37,46
4135,37,47
4136,37,48
